date,pair,open,high,low,close
2023-05-17,USDEGP,32.7723,32.8482,32.6784,32.83363583720465
2023-05-18,USDEGP,32.6706,32.6928,32.6588,32.662360283430225
2023-05-19,USDEGP,32.6443,32.6494,32.6,32.60828657103466
2023-05-22,USDEGP,32.7687,32.8689,32.7319,32.824901680724686
2023-05-23,USDEGP,32.9518,32.974,32.9096,32.9163664005144
2023-05-24,USDEGP,32.782,32.8907,32.7563,32.84574745104008
2023-05-25,USDEGP,32.3854,32.4019,32.328,32.371177415267304
2023-05-26,USDEGP,32.675,32.7252,32.5359,32.62447122533739
2023-05-29,USDEGP,32.2,32.2132,32.0856,32.1578963818147
2023-05-30,USDEGP,32.4438,32.6076,32.374,32.436578884980186
2023-05-31,USDEGP,32.5598,32.615,32.4921,32.5209
2023-06-01,USDEGP,32.6492,32.7371,32.6059,32.68807337916488
2023-06-02,USDEGP,32.2876,32.3357,32.2721,32.27822519983999
2023-06-05,USDEGP,32.2448,32.3103,32.2316,32.27073554384928
2023-06-06,USDEGP,32.1685,32.1812,32.1379,32.14818207206325
2023-06-07,USDEGP,32.048,32.0912,31.8762,31.99095119246517
2023-06-08,USDEGP,31.6953,31.6973,31.6803,31.6949068703691
2023-06-09,USDEGP,31.9096,31.9922,31.7772,31.90418916863569
2023-06-12,USDEGP,31.9424,32.0731,31.8599,31.96400283105305
2023-06-13,USDEGP,31.4205,31.441,31.3677,31.37221125130012
2023-06-14,USDEGP,31.1656,31.178,31.1426,31.17313125571689
2023-06-15,USDEGP,31.5962,31.6699,31.5574,31.614577740274125
2023-06-16,USDEGP,31.1086,31.2611,31.0645,31.140709883830358
2023-06-19,USDEGP,30.5413,30.5497,30.4914,30.494605406847548
2023-06-20,USDEGP,30.537,30.5882,30.4975,30.511487295838958
2023-06-21,USDEGP,31.0348,31.0611,30.9736,31.0289356543342
2023-06-23,USDEGP,31.3916,31.5355,31.3394,31.460932930897968
2023-06-26,USDEGP,32.0901,32.1019,32.0141,32.0926081513482
2023-06-27,USDEGP,31.7565,31.7766,31.6853,31.733620285216382
2023-06-28,USDEGP,31.8496,31.8823,31.8384,31.85116707822849
2023-06-30,USDEGP,31.6623,31.7181,31.6205,31.65966759048396
2023-07-03,USDEGP,30.9943,31.0751,30.9915,31.026495730488524
2023-07-04,USDEGP,30.6095,30.7333,30.5698,30.658
2023-07-05,USDEGP,30.4236,30.5637,30.4154,30.47327784694974
2023-07-06,USDEGP,30.797,30.9486,30.7598,30.7851
2023-07-07,USDEGP,30.8562,30.915,30.7489,30.83487577498799
2023-07-10,USDEGP,30.9841,31.0717,30.9108,30.996158492646508
2023-07-11,USDEGP,31.0288,31.0415,30.9946,30.995
2023-07-12,USDEGP,31.0622,31.1423,31.0331,31.04810083091941
2023-07-13,USDEGP,31.2928,31.3177,31.2465,31.28403725502
2023-07-14,USDEGP,31.3344,31.3932,31.2833,31.30817139820373
2023-07-17,USDEGP,31.2856,31.3368,31.2151,31.25587579722544
2023-07-19,USDEGP,31.8409,31.8775,31.7627,31.85873699229474
2023-07-20,USDEGP,31.3903,31.5046,31.3785,31.390496654003115
2023-07-21,USDEGP,31.4073,31.4111,31.2365,31.36490603720673
2023-07-24,USDEGP,31.6918,31.7535,31.6294,31.69658081279137
2023-07-25,USDEGP,31.8132,31.8259,31.6667,31.797368371189275
2023-07-26,USDEGP,31.872,31.9514,31.8563,31.914116329690497
2023-07-27,USDEGP,31.6567,31.7266,31.65,31.6507
2023-07-28,USDEGP,32.1269,32.209,32.0718,32.15232790923775
2023-07-31,USDEGP,31.8404,31.8683,31.7487,31.8215014851402
2023-08-01,USDEGP,31.7618,31.8568,31.6481,31.76863573468436
2023-08-02,USDEGP,31.8619,31.8806,31.7222,31.7768124143424
2023-08-03,USDEGP,32.0804,32.1515,32.0699,32.083884390036026
2023-08-04,USDEGP,32.0309,32.0909,31.9567,32.00348190885453
2023-08-07,USDEGP,32.5368,32.542,32.4977,32.53527069143647
2023-08-09,USDEGP,33.1091,33.1417,32.9705,33.06862822678294
2023-08-10,USDEGP,32.6116,32.673,32.5115,32.59109126537037
2023-08-11,USDEGP,32.2752,32.3531,32.2671,32.303865820234584
2023-08-14,USDEGP,32.5911,32.5986,32.5778,32.59516841371289
2023-08-15,USDEGP,33.1309,33.2336,33.0843,33.10494849257524
2023-08-16,USDEGP,32.9787,33.0441,32.9158,33.01909733376623
2023-08-17,USDEGP,32.88,33.0338,32.7842,32.90193291505231
2023-08-18,USDEGP,31.9811,32.0142,31.9053,31.9903
2023-08-22,USDEGP,32.168,32.2019,32.093,32.139604256710534
2023-08-23,USDEGP,32.4456,32.5526,32.4282,32.436917617922035
2023-08-24,USDEGP,32.2506,32.2879,32.2071,32.28282483400272
2023-08-25,USDEGP,32.3431,32.419,32.2818,32.368789737705974
2023-08-28,USDEGP,32.1296,32.1598,32.053,32.09389480201881
2023-08-29,USDEGP,31.9726,32.1152,31.9542,32.04668577348785
2023-08-30,USDEGP,31.6608,31.8118,31.5001,31.749861083678766
2023-09-01,USDEGP,31.6635,31.7728,31.5703,31.66106313243396
2023-09-04,USDEGP,31.8482,31.8674,31.7787,31.856573935062706
2023-09-06,USDEGP,31.8431,31.9575,31.8227,31.878617572416644
2023-09-07,USDEGP,31.7459,31.8434,31.578,31.811111416175542
2023-09-08,USDEGP,31.0652,31.0823,30.8857,31.022777307960187
2023-09-11,USDEGP,30.6418,30.7405,30.5927,30.6443078300462
2023-09-12,USDEGP,31.1594,31.2233,31.1137,31.14614105668164
2023-09-13,USDEGP,31.1725,31.2277,31.0984,31.15179434532252
2023-09-14,USDEGP,30.941,30.9796,30.8537,30.885813405885184
2023-09-15,USDEGP,30.7656,30.8378,30.7138,30.72002659456674
2023-09-18,USDEGP,30.382,30.432,30.3621,30.379796710861115
2023-09-19,USDEGP,30.5388,30.5776,30.5082,30.516948956037368
2023-09-20,USDEGP,31.102,31.1342,31.0513,31.11698942901453
2023-09-21,USDEGP,30.8245,30.8501,30.7496,30.79230895550328
2023-09-22,USDEGP,30.9465,30.9676,30.8394,30.95762274892113
2023-09-25,USDEGP,30.3941,30.4207,30.3764,30.38803573407459
2023-09-27,USDEGP,30.2497,30.3149,30.1942,30.251182564194423
2023-09-28,USDEGP,30.127,30.1366,30.0698,30.13517513013816
2023-09-29,USDEGP,30.4548,30.4804,30.3863,30.42365048720853
2023-10-02,USDEGP,30.5824,30.5969,30.5772,30.5811
2023-10-03,USDEGP,30.2607,30.3492,30.2026,30.212028994217352
2023-10-04,USDEGP,30.2283,30.2706,30.1434,30.2583
2023-10-05,USDEGP,30.3138,30.3318,30.2429,30.31093169156163
2023-10-06,USDEGP,29.9447,29.9881,29.8616,29.9441
2023-10-10,USDEGP,30.1681,30.213,30.0982,30.178702309618163
2023-10-11,USDEGP,29.9763,30.007,29.9403,30.000344753195098
2023-10-12,USDEGP,29.9936,30.1252,29.9651,29.98672129558474
2023-10-13,USDEGP,30.2966,30.3219,30.1825,30.266453726590267
2023-10-16,USDEGP,29.9575,29.9844,29.9305,29.9844049860244
2023-10-17,USDEGP,29.9806,30.0468,29.9315,29.95126162343653
2023-10-18,USDEGP,30.2208,30.2549,30.1913,30.23295744990284
2023-10-19,USDEGP,30.074,30.1227,30.0111,30.091286885760603
2023-10-20,USDEGP,29.7984,29.8124,29.7346,29.79313983486679
2023-10-23,USDEGP,29.8736,29.9562,29.8589,29.895814569455748
2023-10-24,USDEGP,29.9415,30.0648,29.917,29.96
2023-10-25,USDEGP,30.2021,30.2892,30.1961,30.203905963107317
2023-10-26,USDEGP,30.6371,30.8296,30.6238,30.68067855179028
2023-10-27,USDEGP,30.5047,30.5823,30.4998,30.553231432266163
2023-10-30,USDEGP,30.6283,30.7268,30.581,30.64498866123536
2023-10-31,USDEGP,30.6532,30.7355,30.5041,30.69525940435487
2023-11-01,USDEGP,30.5378,30.5838,30.521,30.538798501924717
2023-11-02,USDEGP,30.9333,31.0874,30.8171,30.90760373844935
2023-11-03,USDEGP,30.8959,30.9696,30.8463,30.897230780663573
2023-11-06,USDEGP,31.1656,31.1994,31.1622,31.163284756989174
2023-11-07,USDEGP,31.1343,31.2116,31.1121,31.11684936891392
2023-11-08,USDEGP,31.6455,31.707,31.6233,31.661894802553302
2023-11-09,USDEGP,31.1133,31.1459,31.0579,31.120849747214912
2023-11-10,USDEGP,30.7631,30.8475,30.7139,30.80281668935389
2023-11-13,USDEGP,30.8616,30.9366,30.8307,30.891565693673023
2023-11-14,USDEGP,30.6363,30.6889,30.5388,30.682006171777072
2023-11-15,USDEGP,31.0359,31.1143,31.0184,31.0317
2023-11-16,USDEGP,30.7174,30.8283,30.6376,30.685417097142324
2023-11-17,USDEGP,30.6509,30.7364,30.6325,30.691071918711597
2023-11-20,USDEGP,30.4392,30.5122,30.4076,30.43851414024484
2023-11-21,USDEGP,30.9019,30.9485,30.7965,30.8958
2023-11-22,USDEGP,30.9614,31.0077,30.9287,30.949123040220705
2023-11-24,USDEGP,30.814,30.8605,30.734,30.8174
2023-11-27,USDEGP,31.1104,31.1236,31.0828,31.085974002587957
2023-11-28,USDEGP,31.3441,31.43,31.2349,31.32995795496862
2023-11-29,USDEGP,31.1363,31.1515,31.0317,31.07420137375344
2023-11-30,USDEGP,31.4008,31.4538,31.3578,31.3885404396484
2023-12-01,USDEGP,31.5374,31.6196,31.5038,31.581337857693068
2023-12-05,USDEGP,32.4236,32.5227,32.2531,32.41220785972957
2023-12-06,USDEGP,33.0042,33.0346,32.9964,33.032857677850984
2023-12-07,USDEGP,33.4858,33.5696,33.4063,33.52084079809413
2023-12-08,USDEGP,33.984,34.1031,33.9126,33.9485229186554
2023-12-11,USDEGP,33.5917,33.6211,33.5146,33.5966093671952
2023-12-12,USDEGP,33.512,33.6382,33.4716,33.58252018327683
2023-12-13,USDEGP,33.7566,33.8467,33.6698,33.71727136980498
2023-12-14,USDEGP,33.3427,33.4238,33.2996,33.315596705277216
2023-12-15,USDEGP,32.9123,32.9345,32.8981,32.911226966326446
2023-12-18,USDEGP,32.8659,32.9106,32.8506,32.91050601218254
2023-12-19,USDEGP,32.2336,32.2599,32.077,32.20593859019063
2023-12-20,USDEGP,32.2022,32.2936,32.1346,32.16987767739174
2023-12-21,USDEGP,32.3347,32.3666,32.2339,32.36274074538674
2023-12-22,USDEGP,32.6393,32.775,32.6109,32.65753603992022
2023-12-25,USDEGP,33.1489,33.2167,33.0071,33.16374695822072
2023-12-26,USDEGP,33.1291,33.1812,33.0431,33.132544468163715
2023-12-27,USDEGP,33.2009,33.2282,33.1319,33.21937214635929
2023-12-28,USDEGP,33.2778,33.3452,33.1502,33.29600723574018
2023-12-29,USDEGP,33.1732,33.2174,33.0901,33.10940291289292
2024-01-01,USDEGP,32.5726,32.6563,32.5085,32.58034077319598
2024-01-02,USDEGP,33.3795,33.4276,33.2787,33.3996905345169
2024-01-03,USDEGP,33.7258,33.7674,33.6651,33.72302010933914
2024-01-04,USDEGP,33.9277,33.9459,33.8451,33.84583780097495
2024-01-05,USDEGP,34.1682,34.1818,34.122,34.13945034871559
2024-01-08,USDEGP,34.6727,34.8862,34.6542,34.70926617627001
2024-01-09,USDEGP,34.7954,34.8946,34.7137,34.77479120987654
2024-01-10,USDEGP,34.9797,35.0121,34.9759,34.98223226204824
2024-01-11,USDEGP,34.8566,34.9163,34.7584,34.794149469379285
2024-01-12,USDEGP,34.209,34.2809,34.1091,34.151356724565375
2024-01-15,USDEGP,34.3048,34.4031,34.1869,34.31772799870044
2024-01-16,USDEGP,34.2514,34.3696,34.1778,34.20054087950248
2024-01-17,USDEGP,34.2676,34.3748,34.2502,34.33274878820076
2024-01-18,USDEGP,34.5573,34.6552,34.472,34.59896034314721
2024-01-19,USDEGP,34.8598,34.9203,34.8559,34.884776049638475
2024-01-22,USDEGP,34.9345,34.9707,34.86,34.881791818306894
2024-01-23,USDEGP,34.6427,34.7626,34.6157,34.65541943798496
2024-01-24,USDEGP,34.9607,35.0341,34.9416,34.96151867234995
2024-01-25,USDEGP,34.7162,34.7831,34.667,34.7458
2024-01-26,USDEGP,34.6404,34.7517,34.6139,34.67315901158279
2024-01-29,USDEGP,35.1113,35.1487,35.0778,35.092910242913085
2024-01-30,USDEGP,34.8803,35.0052,34.716,34.80898452198439
2024-01-31,USDEGP,34.8217,34.9331,34.8056,34.83184863426339
2024-02-01,USDEGP,34.3958,34.4698,34.3129,34.362472427271186
2024-02-02,USDEGP,34.8258,34.9063,34.7757,34.85406014320422
2024-02-05,USDEGP,34.8758,34.9424,34.8394,34.88963006592451
2024-02-06,USDEGP,34.5827,34.5975,34.5665,34.582472275999656
2024-02-07,USDEGP,34.7017,34.7701,34.6666,34.73899465621878
2024-02-08,USDEGP,35.153,35.2384,35.074,35.10520454039078
2024-02-09,USDEGP,35.2402,35.2615,35.1707,35.18739826474382
2024-02-12,USDEGP,34.9738,34.9773,34.9185,34.962814117309044
2024-02-13,USDEGP,35.2679,35.3343,35.2066,35.31594210261383
2024-02-15,USDEGP,35.1619,35.2606,35.1546,35.19189294015314
2024-02-16,USDEGP,34.8416,34.9114,34.7711,34.8261
2024-02-19,USDEGP,35.1085,35.1568,34.9701,35.10011630407088
2024-02-20,USDEGP,34.7124,34.7911,34.6572,34.69325687951936
2024-02-21,USDEGP,34.9296,35.0024,34.8655,34.952843593835205
2024-02-22,USDEGP,34.9432,35.0699,34.9255,34.971772192424204
2024-02-23,USDEGP,34.8939,34.9844,34.8054,34.91074940586471
2024-02-26,USDEGP,34.973,35.0323,34.9335,35.02225431009632
2024-02-28,USDEGP,35.0187,35.0711,34.9341,34.99664705660647
2024-03-01,USDEGP,35.0622,35.0822,35.0571,35.05758341083272
2024-03-04,USDEGP,35.4208,35.4323,35.3551,35.387065045441815
2024-03-05,USDEGP,35.2654,35.4235,35.1737,35.239846198913455
2024-03-06,USDEGP,35.3285,35.3301,35.2912,35.32787413471542
2024-03-07,USDEGP,35.3567,35.4091,35.333,35.363056584537574
2024-03-08,USDEGP,35.4574,35.4617,35.3702,35.41346866203087
2024-03-11,USDEGP,35.2948,35.401,35.176,35.3688
2024-03-12,USDEGP,34.5013,34.5176,34.4774,34.5102437355449
2024-03-13,USDEGP,34.1858,34.2437,34.148,34.207964202010274
2024-03-14,USDEGP,34.3481,34.3657,34.274,34.307188227643806
2024-03-15,USDEGP,33.9296,33.9501,33.862,33.891175028014985
2024-03-18,USDEGP,34.1355,34.3104,34.0137,34.088492077003934
2024-03-19,USDEGP,34.4445,34.5441,34.3549,34.415486232261046
2024-03-20,USDEGP,34.6791,34.8283,34.6095,34.71887826763172
2024-03-21,USDEGP,34.9968,35.0038,34.9288,34.9654
2024-03-22,USDEGP,34.952,35.0128,34.9071,34.97641518219796
2024-03-25,USDEGP,35.3317,35.4131,35.1291,35.38053174521762
2024-03-26,USDEGP,35.2981,35.3706,35.2931,35.3340423062993
2024-03-27,USDEGP,35.266,35.2717,35.2496,35.262239084219914
2024-03-28,USDEGP,35.0569,35.1958,34.9854,35.13232270794797
2024-03-29,USDEGP,35.2374,35.3914,35.1507,35.194978340460146
2024-04-01,USDEGP,35.1327,35.2398,35.088,35.14702302026372
2024-04-02,USDEGP,35.269,35.3175,35.2541,35.27189995684403
2024-04-03,USDEGP,35.6689,35.7084,35.6352,35.65682104076759
2024-04-04,USDEGP,35.7871,35.8835,35.7687,35.905160520383795
2024-04-05,USDEGP,36.2236,36.2883,36.1424,36.1535
2024-04-08,USDEGP,36.1715,36.2211,36.1148,36.13778341662218
2024-04-09,USDEGP,36.5472,36.6543,36.4474,36.54966075298227
2024-04-10,USDEGP,36.6276,36.6482,36.4714,36.643849310898666
2024-04-11,USDEGP,36.3157,36.3668,36.248,36.31775823724762
2024-04-12,USDEGP,36.6785,36.7603,36.5831,36.6803
2024-04-15,USDEGP,36.4389,36.512,36.4286,36.50466598375141
2024-04-16,USDEGP,36.6097,36.6104,36.54,36.566349978323125
2024-04-18,USDEGP,36.3876,36.4836,36.3674,36.41355818101659
2024-04-19,USDEGP,36.1464,36.1874,36.0833,36.10557993958777
2024-04-22,USDEGP,36.0965,36.1174,35.9808,36.084694335234495
2024-04-23,USDEGP,35.8169,35.8326,35.6225,35.764173074714336
2024-04-24,USDEGP,35.5808,35.6568,35.5183,35.6256
2024-04-25,USDEGP,36.2999,36.4298,36.1944,36.25815349471121
2024-04-26,USDEGP,36.3989,36.4158,36.3369,36.41369804481445
2024-04-29,USDEGP,36.8276,36.8752,36.8157,36.8525341038901
2024-04-30,USDEGP,37.0297,37.1183,36.9391,37.06141443305402
2024-05-01,USDEGP,36.9912,37.0856,36.9651,37.04176883852402
2024-05-02,USDEGP,36.7293,36.838,36.5712,36.66557669260146
2024-05-03,USDEGP,37.0922,37.2001,37.0102,37.1415
2024-05-06,USDEGP,37.4824,37.569,37.4595,37.52797928104627
2024-05-07,USDEGP,38.38,38.6307,38.3778,38.46739119629709
2024-05-08,USDEGP,38.6767,38.7001,38.5999,38.6868386605945
2024-05-09,USDEGP,37.8755,37.9027,37.8301,37.88457827952162
2024-05-10,USDEGP,37.5238,37.5527,37.4474,37.451305725349954
2024-05-13,USDEGP,37.0062,37.0287,36.9549,36.99312057857425
2024-05-14,USDEGP,36.7747,36.8604,36.6963,36.80824966935834
2024-05-15,USDEGP,36.0987,36.2383,36.0325,36.14828884225958
2024-05-16,USDEGP,36.4228,36.561,36.3711,36.37603130306893
2024-05-17,USDEGP,36.5183,36.5597,36.4606,36.52605847742708
2024-05-20,USDEGP,36.1533,36.2641,36.1511,36.17538110661512
2024-05-21,USDEGP,36.2647,36.3338,36.154,36.26712902728848
2024-05-22,USDEGP,36.4488,36.4782,36.3427,36.36590137919298
2024-05-23,USDEGP,35.535,35.6461,35.4739,35.5443
2024-05-24,USDEGP,36.0145,36.131,35.8614,35.97601120680028
2024-05-27,USDEGP,35.9941,36.0568,35.8625,36.04176757530984
2024-05-28,USDEGP,35.8572,35.9646,35.8381,35.840638558049314
2024-05-29,USDEGP,35.4744,35.5446,35.3667,35.40708914097208
2024-05-30,USDEGP,35.755,35.8804,35.6784,35.79642212646983
2024-05-31,USDEGP,35.5807,35.6298,35.5155,35.53542625529001
2024-06-04,USDEGP,34.7378,34.8442,34.7345,34.74477219432596
2024-06-05,USDEGP,35.1108,35.1477,35.0227,35.062552773054584
2024-06-07,USDEGP,34.2061,34.3166,34.1442,34.18361189948816
2024-06-11,USDEGP,34.1568,34.1826,34.0909,34.160463286756865
2024-06-12,USDEGP,34.591,34.6936,34.5671,34.6279
2024-06-13,USDEGP,34.5209,34.5336,34.4076,34.491
2024-06-14,USDEGP,34.5507,34.5953,34.4786,34.54346008118415
2024-06-17,USDEGP,34.5919,34.6354,34.5906,34.6056389884767
2024-06-18,USDEGP,34.6067,34.6366,34.3952,34.5923236287184
2024-06-19,USDEGP,34.4766,34.5965,34.4546,34.53811162646448
2024-06-20,USDEGP,34.4343,34.465,34.3688,34.40800625096286
2024-06-21,USDEGP,34.5947,34.6705,34.4912,34.60619767098936
2024-06-24,USDEGP,34.432,34.5486,34.3905,34.478156672474405
2024-06-25,USDEGP,34.4964,34.6416,34.3813,34.45345596109865
2024-06-27,USDEGP,35.5435,35.6388,35.5387,35.56058883754767
2024-07-01,USDEGP,34.9427,34.9635,34.8356,34.933799473422255
2024-07-02,USDEGP,34.9926,35.0141,34.925,34.9386
2024-07-03,USDEGP,35.1203,35.2444,35.0355,35.114942556648856
2024-07-04,USDEGP,34.7375,34.7599,34.6749,34.73451524068381
2024-07-05,USDEGP,34.8558,34.9578,34.7999,34.887921456708085
2024-07-08,USDEGP,35.5999,35.6182,35.569,35.605425388727845
2024-07-09,USDEGP,35.8295,35.9239,35.7925,35.84
2024-07-10,USDEGP,35.0872,35.156,35.0783,35.08209167902571
2024-07-11,USDEGP,35.3169,35.3605,35.2892,35.3079319989466
2024-07-12,USDEGP,35.5834,35.6896,35.5766,35.59374907095638
2024-07-15,USDEGP,35.2457,35.2507,35.1905,35.22759143160277
2024-07-16,USDEGP,34.5701,34.6427,34.4901,34.5553
2024-07-17,USDEGP,34.3906,34.4948,34.3404,34.37053624531072
2024-07-18,USDEGP,34.7349,34.7978,34.6456,34.77243378091352
2024-07-19,USDEGP,34.7897,34.8161,34.7734,34.78687640943659
2024-07-22,USDEGP,34.8602,34.8609,34.7405,34.8092885677278
2024-07-23,USDEGP,34.5339,34.6368,34.3356,34.45146806859555
2024-07-24,USDEGP,34.5412,34.5556,34.5145,34.54244219074564
2024-07-25,USDEGP,34.6374,34.6473,34.5353,34.64516077349867
2024-07-26,USDEGP,34.648,34.7005,34.5725,34.627143780270146
2024-07-29,USDEGP,34.3811,34.4435,34.2969,34.37188916569973
2024-07-30,USDEGP,34.7254,34.8555,34.5989,34.72965248050099
2024-07-31,USDEGP,34.4116,34.6059,34.3251,34.44637919851746
2024-08-01,USDEGP,34.536,34.5763,34.5225,34.54611348935673
2024-08-02,USDEGP,34.718,34.799,34.5674,34.70620152023519
2024-08-05,USDEGP,35.3983,35.4598,35.3039,35.4195
2024-08-06,USDEGP,35.2556,35.3136,35.2225,35.29622169891697
2024-08-07,USDEGP,35.4198,35.44,35.375,35.415591019497256
2024-08-08,USDEGP,35.1471,35.1662,35.1129,35.1528
2024-08-09,USDEGP,34.8998,34.9519,34.7324,34.91841493140107
2024-08-12,USDEGP,34.4303,34.4685,34.3364,34.39174690045107
